Name: switchOLED, Value(%): 0,1916272912977699
Name: switchV2, Value(%): 0,16762655351589056
Name: switchLite, Value(%): 0,21375904269304527
Name: PS5, Value(%): 0,18593592306240847
Name: SeriesS, Value(%): 0,24105118943088577
